date,temperature_mean (°C),temperature_range (°C),precipitation_sum (mm),snowfall_sum (cm),wind_speed_max (km/h)
2015-04-01,6.6,5.1000000000000005,0.4,0.0,30.6
2015-04-02,8.3,3.0,0.6,0.0,27.9
2015-04-03,9.0,3.4000000000000004,4.5,0.0,22.5
2015-04-04,8.7,4.1000000000000005,0.0,0.0,22.0
2015-04-05,9.2,8.9,0.2,0.0,14.0
2015-04-06,9.3,12.8,0.0,0.0,13.7
2015-04-07,9.4,11.6,0.0,0.0,7.6
2015-04-08,10.2,12.399999999999999,0.0,0.0,8.9
2015-04-09,10.6,11.6,0.0,0.0,10.2
2015-04-10,10.8,13.7,0.0,0.0,19.2
2015-04-11,8.9,5.199999999999999,1.0,0.0,26.1
2015-04-12,9.1,9.6,0.0,0.0,35.8
2015-04-13,10.7,11.6,0.0,0.0,17.1
2015-04-14,11.1,10.000000000000002,0.0,0.0,16.8
2015-04-15,12.4,12.6,0.0,0.0,14.5
2015-04-16,12.6,11.799999999999999,0.0,0.0,16.8
2015-04-17,10.7,8.0,0.0,0.0,19.0
2015-04-18,9.4,10.0,0.0,0.0,26.5
2015-04-19,7.3,7.999999999999999,0.0,0.0,20.6
2015-04-20,10.4,12.0,0.0,0.0,14.8
2015-04-21,11.3,11.7,0.0,0.0,17.7
2015-04-22,10.9,11.700000000000001,0.0,0.0,23.2
2015-04-23,10.4,9.7,0.0,0.0,12.8
2015-04-24,10.1,11.0,0.0,0.0,20.0
2015-04-25,12.3,5.5,2.9,0.0,21.3
2015-04-26,8.4,5.499999999999999,0.2,0.0,16.9
2015-04-27,6.6,9.200000000000001,0.0,0.0,21.0
2015-04-28,7.2,7.000000000000001,0.1,0.0,23.0
2015-04-29,8.4,5.0,2.4,0.0,24.3
2015-04-30,9.2,6.700000000000001,0.1,0.0,20.2
2015-05-01,8.5,6.1000000000000005,0.0,0.0,22.6
2015-05-02,9.4,6.799999999999999,0.0,0.0,21.9
2015-05-03,12.7,4.800000000000001,7.6,0.0,25.2
2015-05-04,12.0,6.0,6.4,0.0,24.7
2015-05-05,12.0,4.1,8.6,0.0,42.5
2015-05-06,10.2,4.800000000000001,4.2,0.0,39.7
2015-05-07,10.7,5.699999999999999,0.0,0.0,19.5
2015-05-08,10.4,6.3999999999999995,3.2,0.0,23.6
2015-05-09,11.3,5.1,0.5,0.0,28.0
2015-05-10,11.9,7.5,0.0,0.0,24.1
2015-05-11,13.5,6.199999999999999,0.2,0.0,23.6
2015-05-12,11.5,5.9,0.3,0.0,31.6
2015-05-13,11.3,11.7,0.0,0.0,10.5
2015-05-14,9.5,1.4000000000000004,14.8,0.0,24.6
2015-05-15,10.6,7.0,0.0,0.0,17.3
2015-05-16,12.1,5.0,0.0,0.0,20.0
2015-05-17,10.2,6.9,0.0,0.0,19.4
2015-05-18,10.2,4.1,11.4,0.0,30.9
2015-05-19,9.2,5.199999999999999,3.5,0.0,27.8
2015-05-20,9.7,8.399999999999999,0.4,0.0,20.4
2015-05-21,11.3,7.800000000000001,0.0,0.0,20.0
2015-05-22,12.9,9.4,0.5,0.0,15.1
2015-05-23,14.4,7.099999999999998,0.0,0.0,13.9
2015-05-24,13.2,7.199999999999999,1.3,0.0,16.4
2015-05-25,12.3,6.800000000000001,0.0,0.0,10.6
2015-05-26,13.2,6.199999999999999,0.0,0.0,13.4
2015-05-27,12.0,9.7,0.0,0.0,23.5
2015-05-28,11.8,5.1,0.1,0.0,22.2
2015-05-29,10.6,4.0,6.4,0.0,28.4
2015-05-30,11.1,7.4,0.0,0.0,19.5
2015-05-31,11.9,4.800000000000001,1.2,0.0,26.4
2015-06-01,10.2,5.6,9.2,0.0,40.4
2015-06-02,13.5,3.8000000000000007,3.5,0.0,37.0
2015-06-03,12.5,5.300000000000001,0.0,0.0,22.2
2015-06-04,14.0,11.0,0.0,0.0,15.3
2015-06-05,14.4,7.300000000000001,0.1,0.0,24.3
2015-06-06,11.9,5.4,0.0,0.0,28.5
2015-06-07,12.6,10.400000000000002,0.0,0.0,18.9
2015-06-08,12.2,9.1,0.0,0.0,19.2
2015-06-09,11.3,7.5,0.0,0.0,24.4
2015-06-10,11.8,9.5,0.0,0.0,23.1
2015-06-11,16.0,14.0,0.0,0.0,21.5
2015-06-12,16.7,8.1,12.5,0.0,16.6
2015-06-13,14.7,2.8000000000000007,8.2,0.0,15.1
2015-06-14,14.2,4.699999999999999,0.3,0.0,14.0
2015-06-15,14.1,6.800000000000001,0.0,0.0,14.8
2015-06-16,15.0,8.2,0.0,0.0,16.3
2015-06-17,15.3,6.800000000000001,0.4,0.0,27.1
2015-06-18,15.7,6.399999999999999,0.0,0.0,14.6
2015-06-19,14.9,11.2,0.0,0.0,16.6
2015-06-20,15.5,6.299999999999999,3.4,0.0,20.1
2015-06-21,14.6,3.299999999999999,0.5,0.0,23.7
2015-06-22,13.5,5.100000000000001,4.7,0.0,22.8
2015-06-23,14.5,10.100000000000001,0.0,0.0,11.0
2015-06-24,15.3,8.299999999999999,0.0,0.0,15.1
2015-06-25,16.8,10.3,0.0,0.0,12.8
2015-06-26,16.3,7.300000000000001,0.4,0.0,21.7
2015-06-27,16.1,7.199999999999999,0.0,0.0,17.4
2015-06-28,15.8,5.0,1.2,0.0,23.8
2015-06-29,17.0,9.700000000000001,0.2,0.0,10.9
2015-06-30,20.0,14.4,0.0,0.0,16.0
2015-07-01,23.9,10.600000000000001,0.0,0.0,18.9
2015-07-02,17.1,5.699999999999999,5.0,0.0,21.3
2015-07-03,18.6,15.500000000000002,0.8,0.0,17.7
2015-07-04,19.2,5.799999999999999,6.5,0.0,22.3
2015-07-05,15.7,8.100000000000001,2.2,0.0,23.0
2015-07-06,15.9,7.0,1.0,0.0,26.3
2015-07-07,16.5,5.300000000000001,1.2,0.0,29.3
2015-07-08,15.6,4.699999999999999,1.2,0.0,26.3
2015-07-09,15.4,8.700000000000001,0.0,0.0,12.0
2015-07-10,17.3,12.100000000000001,0.0,0.0,17.0
2015-07-11,16.8,5.5,1.6,0.0,24.6
2015-07-12,17.2,5.300000000000001,2.8,0.0,21.7
2015-07-13,16.7,4.4,0.5,0.0,26.7
2015-07-14,17.4,4.4,0.3,0.0,18.9
2015-07-15,16.5,4.899999999999999,1.7,0.0,16.6
2015-07-16,17.7,11.399999999999999,0.2,0.0,17.1
2015-07-17,17.2,5.600000000000001,0.3,0.0,23.8
2015-07-18,15.9,7.500000000000002,0.0,0.0,19.2
2015-07-19,16.0,6.700000000000001,1.8,0.0,22.4
2015-07-20,16.4,10.200000000000001,0.9,0.0,24.1
2015-07-21,17.1,7.1,0.7,0.0,25.3
2015-07-22,16.1,5.1,0.4,0.0,21.3
2015-07-23,15.4,7.199999999999999,0.0,0.0,16.4
2015-07-24,13.7,2.1999999999999993,28.3,0.0,22.1
2015-07-25,14.2,7.0,2.0,0.0,21.7
2015-07-26,13.6,5.4,12.2,0.0,25.9
2015-07-27,15.5,2.1999999999999993,1.0,0.0,32.1
2015-07-28,14.1,4.199999999999999,0.2,0.0,25.6
2015-07-29,13.3,6.200000000000001,0.9,0.0,20.8
2015-07-30,13.2,7.300000000000001,0.0,0.0,15.2
2015-07-31,13.1,11.3,0.0,0.0,13.6
2015-08-01,14.0,7.9,0.0,0.0,22.5
2015-08-02,16.7,10.900000000000002,0.0,0.0,22.4
2015-08-03,17.5,4.5,0.0,0.0,22.2
2015-08-04,15.1,4.600000000000001,0.2,0.0,28.3
2015-08-05,15.8,5.999999999999998,3.2,0.0,24.5
2015-08-06,16.4,5.5,0.2,0.0,19.6
2015-08-07,15.3,10.799999999999999,0.0,0.0,11.6
2015-08-08,16.6,9.999999999999998,0.0,0.0,14.8
2015-08-09,16.2,8.599999999999998,0.4,0.0,16.6
2015-08-10,16.9,5.700000000000001,5.5,0.0,18.1
2015-08-11,15.3,8.5,0.0,0.0,8.7
2015-08-12,17.6,10.500000000000002,0.0,0.0,18.1
2015-08-13,17.8,7.399999999999999,10.8,0.0,22.4
2015-08-14,15.8,2.799999999999999,38.8,0.0,16.8
2015-08-15,14.4,4.799999999999999,0.1,0.0,14.8
2015-08-16,14.1,7.499999999999998,0.0,0.0,8.8
2015-08-17,15.3,9.0,0.0,0.0,9.9
2015-08-18,15.5,8.700000000000001,0.0,0.0,17.7
2015-08-19,14.4,3.299999999999999,13.7,0.0,22.9
2015-08-20,17.6,5.499999999999998,1.1,0.0,20.1
2015-08-21,18.1,3.099999999999998,0.0,0.0,25.3
2015-08-22,19.5,8.099999999999998,12.4,0.0,13.7
2015-08-23,16.6,6.0,23.2,0.0,16.0
2015-08-24,13.7,5.0,8.3,0.0,17.7
2015-08-25,14.2,6.699999999999999,4.9,0.0,26.3
2015-08-26,16.5,5.0,7.2,0.0,33.4
2015-08-27,14.4,5.100000000000001,0.9,0.0,18.3
2015-08-28,14.6,6.299999999999999,0.0,0.0,20.4
2015-08-29,16.1,7.800000000000001,0.0,0.0,13.1
2015-08-30,14.8,5.4,1.2,0.0,13.4
2015-08-31,14.3,1.5,8.4,0.0,20.5
2015-09-01,14.0,7.300000000000001,0.4,0.0,14.0
2015-09-02,12.5,8.1,1.4,0.0,15.1
2015-09-03,12.4,6.1,0.7,0.0,13.8
2015-09-04,13.2,7.299999999999999,0.1,0.0,15.1
2015-09-05,13.3,3.799999999999999,0.2,0.0,16.6
2015-09-06,12.3,9.7,0.0,0.0,8.9
2015-09-07,13.7,11.2,0.0,0.0,10.8
2015-09-08,13.1,5.700000000000001,0.0,0.0,14.0
2015-09-09,14.4,7.0,0.0,0.0,18.6
2015-09-10,15.3,8.7,0.0,0.0,16.3
2015-09-11,15.2,8.9,0.0,0.0,24.7
2015-09-12,14.5,4.9,4.2,0.0,24.6
2015-09-13,13.3,6.400000000000002,1.9,0.0,18.6
2015-09-14,12.2,4.6,12.7,0.0,30.6
2015-09-15,13.1,5.800000000000001,9.5,0.0,29.0
2015-09-16,12.6,6.199999999999999,12.8,0.0,22.4
2015-09-17,12.6,7.600000000000001,0.0,0.0,16.4
2015-09-18,13.4,6.5,0.3,0.0,10.5
2015-09-19,12.9,10.3,0.0,0.0,8.9
2015-09-20,12.3,7.6,0.1,0.0,15.6
2015-09-21,13.0,5.0,2.9,0.0,24.8
2015-09-22,12.0,5.1,3.5,0.0,18.8
2015-09-23,12.4,8.399999999999999,0.0,0.0,21.9
2015-09-24,13.7,3.8000000000000007,1.1,0.0,23.2
2015-09-25,11.9,7.6,0.0,0.0,11.0
2015-09-26,11.0,10.4,0.0,0.0,8.8
2015-09-27,11.7,10.999999999999998,0.0,0.0,14.8
2015-09-28,12.7,9.100000000000001,0.0,0.0,16.9
2015-09-29,12.9,8.3,0.0,0.0,18.2
2015-09-30,12.7,7.100000000000001,0.0,0.0,23.4
2015-10-01,12.3,7.300000000000001,0.0,0.0,19.2
2015-10-02,11.8,8.4,0.0,0.0,14.8
2015-10-03,9.8,5.299999999999999,0.0,0.0,7.7
2015-10-04,10.8,11.200000000000001,0.0,0.0,20.4
2015-10-05,15.9,3.6000000000000014,8.2,0.0,28.3
2015-10-06,15.3,3.4999999999999982,9.2,0.0,20.7
2015-10-07,12.7,4.300000000000001,2.3,0.0,21.0
2015-10-08,10.8,8.3,0.0,0.0,10.7
2015-10-09,10.6,8.399999999999999,0.0,0.0,10.2
2015-10-10,11.6,5.9,0.0,0.0,17.7
2015-10-11,11.9,4.199999999999999,0.0,0.0,16.6
2015-10-12,9.7,8.0,0.0,0.0,18.1
2015-10-13,9.1,6.1,0.0,0.0,21.3
2015-10-14,8.3,7.2,0.0,0.0,17.5
2015-10-15,9.1,5.7,0.2,0.0,17.6
2015-10-16,10.1,6.199999999999999,0.0,0.0,19.5
2015-10-17,9.8,5.0,0.0,0.0,18.0
2015-10-18,11.5,4.799999999999999,0.0,0.0,16.1
2015-10-19,10.5,4.5,0.0,0.0,13.0
2015-10-20,9.4,8.8,0.0,0.0,10.1
2015-10-21,12.8,6.200000000000001,10.0,0.0,22.7
2015-10-22,12.2,6.3,0.0,0.0,19.2
2015-10-23,9.9,7.6,0.0,0.0,19.1
2015-10-24,10.9,5.999999999999999,4.6,0.0,17.6
2015-10-25,7.8,8.8,0.0,0.0,13.4
2015-10-26,11.0,7.6000000000000005,0.0,0.0,25.7
2015-10-27,13.2,4.100000000000001,2.6,0.0,21.0
2015-10-28,10.8,7.3,0.0,0.0,16.9
2015-10-29,11.9,5.1,2.5,0.0,27.9
2015-10-30,14.2,6.799999999999999,7.1,0.0,30.2
2015-10-31,13.2,5.800000000000001,0.5,0.0,14.2
2015-11-01,10.1,3.4000000000000004,0.0,0.0,7.0
2015-11-02,10.4,2.8000000000000007,0.0,0.0,10.7
2015-11-03,11.4,3.3000000000000007,1.4,0.0,12.2
2015-11-04,12.1,3.8000000000000007,0.9,0.0,11.5
2015-11-05,13.7,2.8999999999999986,5.2,0.0,21.8
2015-11-06,14.2,3.5999999999999996,4.9,0.0,23.5
2015-11-07,13.7,4.4,8.2,0.0,37.7
2015-11-08,12.5,6.9,2.8,0.0,28.6
2015-11-09,12.2,4.699999999999999,0.3,0.0,29.6
2015-11-10,14.2,1.299999999999999,0.0,0.0,27.6
2015-11-11,13.5,2.3000000000000007,0.0,0.0,26.0
2015-11-12,12.2,5.4,0.9,0.0,31.2
2015-11-13,9.2,4.3,1.8,0.0,32.0
2015-11-14,10.3,5.9,8.1,0.0,34.3
2015-11-15,13.1,1.8000000000000007,0.0,0.0,35.5
2015-11-16,11.5,3.4000000000000004,3.5,0.0,32.4
2015-11-17,12.7,3.0999999999999996,6.4,0.0,45.8
2015-11-18,12.0,3.3999999999999986,1.4,0.0,37.5
2015-11-19,10.6,3.0999999999999996,5.3,0.0,32.4
2015-11-20,7.3,4.5,0.0,0.0,22.7
2015-11-21,3.4,3.5,0.9,0.0,36.9
2015-11-22,3.3,6.9,0.0,0.0,13.6
2015-11-23,3.2,7.3,1.0,0.0,20.6
2015-11-24,8.2,2.7,4.1,0.0,22.2
2015-11-25,8.8,3.200000000000001,0.0,0.0,17.0
2015-11-26,8.9,5.0,0.0,0.0,13.1
2015-11-27,10.0,6.7,1.4,0.0,29.2
2015-11-28,6.4,5.7,5.6,0.0,36.3
2015-11-29,10.2,3.1999999999999993,2.0,0.0,46.1
2015-11-30,10.6,5.5,5.0,0.0,38.7
2015-12-01,11.9,1.5,0.6,0.0,27.9
2015-12-02,11.4,2.6999999999999993,1.6,0.0,24.8
2015-12-03,12.6,1.299999999999999,8.0,0.0,35.6
2015-12-04,9.5,5.6000000000000005,0.2,0.0,31.4
2015-12-05,10.9,0.8000000000000007,0.0,0.0,35.6
2015-12-06,12.2,2.1000000000000014,0.0,0.0,33.2
2015-12-07,12.0,2.799999999999999,0.1,0.0,24.4
2015-12-08,10.6,5.5,1.8,0.0,27.8
2015-12-09,8.4,5.1,0.0,0.0,28.7
2015-12-10,9.8,2.3000000000000007,4.0,0.0,28.7
2015-12-11,7.7,4.2,1.4,0.0,22.1
2015-12-12,8.6,8.700000000000001,2.8,0.0,36.5
2015-12-13,9.0,4.9,3.0,0.0,21.7
2015-12-14,8.8,2.1000000000000005,2.1,0.0,16.9
2015-12-15,10.6,4.899999999999999,5.4,0.0,21.8
2015-12-16,13.0,1.3000000000000007,2.0,0.0,26.7
2015-12-17,12.8,2.9000000000000004,2.3,0.0,27.6
2015-12-18,11.8,1.1999999999999993,0.1,0.0,23.5
2015-12-19,14.2,2.200000000000001,0.5,0.0,32.9
2015-12-20,10.9,6.5,1.9,0.0,36.0
2015-12-21,9.0,5.299999999999999,2.2,0.0,38.5
2015-12-22,11.9,4.0,8.8,0.0,34.7
2015-12-23,8.9,2.200000000000001,0.5,0.0,33.1
2015-12-24,8.6,5.299999999999999,6.6,0.0,35.0
2015-12-25,9.7,8.700000000000001,1.5,0.0,33.5
2015-12-26,13.5,0.7000000000000011,0.0,0.0,36.9
2015-12-27,12.5,2.8000000000000007,4.3,0.0,36.0
2015-12-28,11.0,2.5999999999999996,0.8,0.0,29.7
2015-12-29,9.9,3.6000000000000014,0.6,0.0,33.2
2015-12-30,11.6,5.300000000000001,15.8,0.0,44.7
2015-12-31,7.2,5.0,3.5,0.0,34.9
2016-01-01,5.5,7.6,5.0,0.0,31.4
2016-01-02,9.3,1.700000000000001,4.3,0.0,29.6
2016-01-03,7.7,3.500000000000001,11.2,0.0,29.8
2016-01-04,7.4,2.5,2.9,0.0,18.8
2016-01-05,6.7,2.4000000000000004,0.2,0.0,13.5
2016-01-06,5.5,5.199999999999999,0.3,0.0,18.3
2016-01-07,6.9,5.2,11.3,0.0,31.7
2016-01-08,5.5,5.199999999999999,0.2,0.0,19.7
2016-01-09,7.4,2.8999999999999995,11.3,0.0,32.8
2016-01-10,5.2,3.3000000000000003,0.2,0.0,28.0
2016-01-11,4.6,2.5000000000000004,3.2,0.0,16.2
2016-01-12,4.6,2.8000000000000003,0.1,0.0,28.7
2016-01-13,3.8,4.800000000000001,1.6,0.0,22.1
2016-01-14,2.9,3.5000000000000004,0.5,0.0,21.9
2016-01-15,1.9,3.7,0.0,0.0,19.2
2016-01-16,1.7,6.4,0.0,0.0,11.8
2016-01-17,4.1,2.3,0.5,0.0,19.1
2016-01-18,4.2,4.800000000000001,3.1,0.0,20.0
2016-01-19,-0.8,5.5,0.0,0.0,8.3
2016-01-20,-1.4,7.699999999999999,0.0,0.0,9.4
2016-01-21,4.2,7.5,0.2,0.0,23.2
2016-01-22,8.6,5.199999999999999,5.9,0.0,27.0
2016-01-23,8.2,5.199999999999999,1.6,0.0,25.6
2016-01-24,11.6,1.0999999999999996,0.4,0.0,21.1
2016-01-25,10.3,6.199999999999999,0.0,0.0,30.4
2016-01-26,9.2,4.700000000000001,6.5,0.0,37.2
2016-01-27,10.6,6.3999999999999995,2.4,0.0,33.5
2016-01-28,6.2,6.300000000000001,0.5,0.0,30.3
2016-01-29,10.4,1.5999999999999996,2.2,0.0,37.4
2016-01-30,6.5,5.799999999999999,4.8,0.0,30.7
2016-01-31,8.4,8.6,0.3,0.0,31.7
2016-02-01,10.7,3.6999999999999993,0.0,0.0,40.4
2016-02-02,7.1,3.9000000000000004,0.5,0.0,31.7
2016-02-03,5.1,5.0,0.1,0.0,30.8
2016-02-04,9.0,7.299999999999999,0.3,0.0,26.7
2016-02-05,9.2,2.8999999999999995,1.2,0.0,31.6
2016-02-06,9.2,3.3999999999999995,24.1,0.0,41.3
2016-02-07,6.5,5.500000000000001,6.0,0.0,37.5
2016-02-08,6.9,2.9000000000000004,4.6,0.0,53.0
2016-02-09,4.7,2.9,1.4,0.0,29.5
2016-02-10,4.4,5.9,0.8,0.0,23.2
2016-02-11,2.7,8.6,0.0,0.0,12.1
2016-02-12,4.4,4.9,0.1,0.0,17.5
2016-02-13,4.0,2.5999999999999996,2.8,0.0,29.8
2016-02-14,3.5,4.4,0.0,0.0,24.6
2016-02-15,2.0,5.5,0.0,0.0,20.6
2016-02-16,1.8,9.8,0.0,0.0,23.3
2016-02-17,5.3,3.0,12.7,0.0,23.2
2016-02-18,3.3,7.6,0.1,0.0,13.7
2016-02-19,4.8,8.9,0.5,0.0,26.9
2016-02-20,9.4,3.6999999999999993,0.9,0.0,36.3
2016-02-21,10.5,0.9000000000000004,0.0,0.0,33.5
2016-02-22,7.4,6.7,0.7,0.0,25.5
2016-02-23,3.6,8.0,0.0,0.0,9.9
2016-02-24,2.1,6.7,0.0,0.0,12.1
2016-02-25,1.5,6.9,0.0,0.0,10.2
2016-02-26,3.4,5.8,0.0,0.0,17.8
2016-02-27,3.1,5.7,0.0,0.0,25.2
2016-02-28,3.5,5.5,0.0,0.0,26.0
2016-02-29,2.2,9.2,1.1,0.0,18.6
2016-03-01,8.5,7.4,4.2,0.0,27.2
2016-03-02,5.5,2.9000000000000004,2.6,0.07,39.5
2016-03-03,6.1,3.5,2.3,0.0,29.6
2016-03-04,3.4,5.7,1.0,0.0,23.2
2016-03-05,3.4,7.0,0.3,0.0,22.9
2016-03-06,2.8,6.3999999999999995,0.4,0.0,16.9
2016-03-07,2.5,8.2,0.0,0.0,21.0
2016-03-08,3.9,9.4,0.3,0.0,20.2
2016-03-09,4.8,4.9,34.2,4.97,40.9
2016-03-10,5.2,5.699999999999999,0.0,0.0,19.8
2016-03-11,6.1,7.5,0.0,0.0,7.6
2016-03-12,6.1,8.3,0.0,0.0,7.4
2016-03-13,6.7,6.4,0.0,0.0,15.7
2016-03-14,4.9,7.6000000000000005,0.0,0.0,24.2
2016-03-15,5.7,9.2,0.0,0.0,19.4
2016-03-16,6.8,3.8000000000000007,0.0,0.0,23.1
2016-03-17,6.1,7.7,0.0,0.0,17.1
2016-03-18,4.1,7.800000000000001,0.0,0.0,16.1
2016-03-19,6.1,3.8999999999999995,0.0,0.0,21.3
2016-03-20,5.9,4.6,0.0,0.0,16.1
2016-03-21,7.4,7.9,0.0,0.0,12.9
2016-03-22,6.3,8.299999999999999,0.0,0.0,7.6
2016-03-23,7.0,5.800000000000001,0.0,0.0,11.9
2016-03-24,7.3,4.799999999999999,5.0,0.0,25.0
2016-03-25,8.8,6.1,1.0,0.0,18.1
2016-03-26,8.6,5.8999999999999995,6.1,0.0,38.9
2016-03-27,7.2,5.200000000000001,8.0,0.0,30.0
2016-03-28,7.6,5.699999999999999,13.9,0.0,43.3
2016-03-29,6.1,4.8999999999999995,3.8,0.0,26.1
2016-03-30,7.1,5.800000000000001,0.6,0.0,17.8
2016-03-31,6.3,10.5,0.1,0.0,13.0
2016-04-01,5.8,9.7,0.0,0.0,25.9
2016-04-02,9.0,5.1,1.1,0.0,19.5
2016-04-03,9.3,7.699999999999999,2.0,0.0,19.1
2016-04-04,8.8,6.1000000000000005,6.8,0.0,12.5
2016-04-05,7.6,9.399999999999999,0.2,0.0,18.8
2016-04-06,7.7,4.300000000000001,0.8,0.0,32.6
2016-04-07,7.1,6.5,3.5,0.0,29.6
2016-04-08,7.8,5.9,0.6,0.0,17.3
2016-04-09,6.3,5.3,4.7,0.0,20.3
2016-04-10,6.5,9.4,6.1,0.0,32.6
2016-04-11,9.1,4.1000000000000005,7.8,0.0,26.6
2016-04-12,8.1,11.1,0.0,0.0,10.9
2016-04-13,8.5,12.4,0.9,0.0,10.2
2016-04-14,9.9,9.1,2.7,0.0,12.0
2016-04-15,8.6,5.5,3.9,0.0,19.3
2016-04-16,5.8,5.9,4.2,0.0,16.2
2016-04-17,5.6,10.3,0.0,0.0,12.4
2016-04-18,7.4,9.0,0.0,0.0,19.5
2016-04-19,9.0,8.9,0.0,0.0,10.7
2016-04-20,9.1,10.8,0.0,0.0,21.3
2016-04-21,9.9,10.0,0.2,0.0,21.7
2016-04-22,8.4,4.000000000000001,2.9,0.0,20.5
2016-04-23,6.7,7.699999999999999,0.4,0.0,20.1
2016-04-24,7.4,7.8,0.0,0.0,19.9
2016-04-25,8.1,6.2,0.1,0.0,23.9
2016-04-26,5.6,7.4,0.7,0.0,22.2
2016-04-27,4.8,8.4,4.5,0.0,12.1
2016-04-28,5.3,10.4,1.7,0.0,28.8
2016-04-29,6.7,5.999999999999999,0.0,0.0,28.6
2016-04-30,6.4,11.5,1.1,0.0,16.5
2016-05-01,8.0,8.3,0.0,0.0,24.3
2016-05-02,10.8,6.300000000000001,2.4,0.0,27.5
2016-05-03,8.7,7.6,0.0,0.0,19.3
2016-05-04,9.1,12.9,0.0,0.0,16.4
2016-05-05,11.3,14.8,0.0,0.0,14.3
2016-05-06,13.3,12.8,0.0,0.0,11.3
2016-05-07,14.9,11.999999999999998,0.8,0.0,13.0
2016-05-08,17.4,10.600000000000001,0.3,0.0,23.8
2016-05-09,16.9,6.299999999999999,3.4,0.0,20.2
2016-05-10,15.3,3.1999999999999993,8.5,0.0,13.2
2016-05-11,14.9,3.799999999999999,9.1,0.0,11.8
2016-05-12,16.1,8.399999999999999,0.2,0.0,24.1
2016-05-13,13.2,7.699999999999999,0.0,0.0,27.8
2016-05-14,10.0,6.799999999999999,0.0,0.0,16.2
2016-05-15,11.5,8.3,0.0,0.0,15.9
2016-05-16,11.5,11.000000000000002,0.0,0.0,15.9
2016-05-17,11.7,6.5,0.4,0.0,21.3
2016-05-18,12.3,4.6,11.9,0.0,22.3
2016-05-19,12.1,8.100000000000001,0.0,0.0,24.3
2016-05-20,13.4,3.9000000000000004,1.7,0.0,23.0
2016-05-21,12.8,3.700000000000001,7.4,0.0,27.8
2016-05-22,12.3,6.0,0.9,0.0,16.5
2016-05-23,12.1,8.8,1.0,0.0,17.0
2016-05-24,12.3,8.8,0.0,0.0,20.5
2016-05-25,10.1,5.0,0.0,0.0,16.6
2016-05-26,13.0,8.200000000000001,0.1,0.0,12.0
2016-05-27,14.6,8.799999999999999,4.8,0.0,12.9
2016-05-28,15.1,8.299999999999999,3.2,0.0,14.0
2016-05-29,14.8,10.000000000000002,0.0,0.0,20.0
2016-05-30,14.5,8.5,0.0,0.0,23.6
2016-05-31,15.3,8.1,0.7,0.0,30.6
2016-06-01,13.7,3.9000000000000004,0.0,0.0,26.8
2016-06-02,13.1,7.799999999999999,0.0,0.0,24.6
2016-06-03,13.5,9.100000000000001,0.0,0.0,15.6
2016-06-04,15.8,8.999999999999998,0.0,0.0,11.4
2016-06-05,18.2,10.0,0.7,0.0,13.7
2016-06-06,18.7,9.2,0.7,0.0,12.6
2016-06-07,17.8,7.9,3.0,0.0,14.3
2016-06-08,18.6,8.599999999999998,0.2,0.0,11.6
2016-06-09,18.2,7.400000000000002,0.6,0.0,12.0
2016-06-10,17.6,7.799999999999999,1.4,0.0,9.4
2016-06-11,16.5,4.800000000000001,2.0,0.0,12.7
2016-06-12,15.8,6.5,6.2,0.0,21.2
2016-06-13,15.3,4.000000000000002,1.1,0.0,17.5
2016-06-14,14.6,3.5999999999999996,7.6,0.0,23.2
2016-06-15,14.5,5.000000000000002,6.2,0.0,13.2
2016-06-16,14.8,7.800000000000001,10.9,0.0,12.6
2016-06-17,14.7,6.0,3.9,0.0,12.3
2016-06-18,14.7,7.099999999999998,0.9,0.0,16.5
2016-06-19,14.5,7.6,4.9,0.0,22.9
2016-06-20,16.2,5.200000000000001,10.1,0.0,24.1
2016-06-21,15.8,6.6,0.0,0.0,16.3
2016-06-22,16.9,7.299999999999999,0.2,0.0,15.5
2016-06-23,17.4,6.799999999999999,0.0,0.0,16.8
2016-06-24,15.0,4.9,1.1,0.0,21.2
2016-06-25,14.6,7.900000000000002,5.7,0.0,16.9
2016-06-26,14.6,5.399999999999999,4.1,0.0,22.0
2016-06-27,15.6,4.699999999999999,0.1,0.0,18.3
2016-06-28,13.6,7.299999999999999,3.4,0.0,27.0
2016-06-29,13.7,4.300000000000001,2.4,0.0,29.6
2016-06-30,15.5,5.400000000000002,1.0,0.0,21.8
2016-07-01,14.9,4.400000000000002,0.1,0.0,28.8
2016-07-02,13.7,5.800000000000001,0.7,0.0,25.3
2016-07-03,15.0,8.099999999999998,0.0,0.0,14.2
2016-07-04,14.9,9.700000000000001,0.3,0.0,20.0
2016-07-05,16.1,5.299999999999999,0.0,0.0,19.3
2016-07-06,14.7,8.2,0.0,0.0,9.1
2016-07-07,16.3,4.600000000000001,0.0,0.0,16.6
2016-07-08,17.0,4.600000000000001,0.0,0.0,25.3
2016-07-09,17.4,6.700000000000001,2.0,0.0,28.1
2016-07-10,17.8,4.0,1.1,0.0,27.3
2016-07-11,16.5,5.500000000000002,2.7,0.0,27.6
2016-07-12,13.8,4.6,6.7,0.0,17.5
2016-07-13,14.4,8.6,0.9,0.0,18.5
2016-07-14,14.7,7.600000000000001,0.0,0.0,15.4
2016-07-15,15.5,5.9,0.0,0.0,23.5
2016-07-16,17.8,4.200000000000001,0.0,0.0,21.5
2016-07-17,18.8,6.199999999999999,0.0,0.0,19.7
