date,temperature_mean (°C),temperature_range (°C),precipitation_sum (mm),snowfall_sum (cm),wind_speed_max (km/h)
2018-08-31,14.9,11.200000000000001,0.2,0.0,12.9
2018-09-01,17.1,8.7,0.0,0.0,13.9
2018-09-02,18.5,7.4,0.0,0.0,14.0
2018-09-03,17.5,8.200000000000001,1.1,0.0,16.9
2018-09-04,15.5,3.5000000000000018,1.1,0.0,13.9
2018-09-05,15.7,7.0,0.0,0.0,15.7
2018-09-06,14.0,8.700000000000001,1.9,0.0,24.1
2018-09-07,12.9,6.700000000000001,0.0,0.0,21.6
2018-09-08,14.8,6.299999999999999,2.2,0.0,22.4
2018-09-09,16.1,5.300000000000001,0.5,0.0,24.7
2018-09-10,16.1,5.5,0.2,0.0,22.4
2018-09-11,16.7,3.5,4.2,0.0,24.6
2018-09-12,13.8,5.700000000000001,1.9,0.0,13.7
2018-09-13,12.6,9.3,0.1,0.0,19.8
2018-09-14,13.9,4.5,2.8,0.0,28.9
2018-09-15,15.0,6.0,0.7,0.0,20.1
2018-09-16,17.1,7.300000000000001,1.4,0.0,29.0
2018-09-17,18.3,3.8000000000000007,0.9,0.0,25.6
2018-09-18,18.2,3.8999999999999986,1.4,0.0,36.8
2018-09-19,17.1,6.999999999999998,2.2,0.0,43.6
2018-09-20,16.7,6.100000000000001,24.5,0.0,40.5
2018-09-21,12.9,7.600000000000001,2.2,0.0,44.1
2018-09-22,11.4,1.5999999999999996,8.1,0.0,20.2
2018-09-23,10.3,7.6,8.5,0.0,23.5
2018-09-24,9.6,9.2,0.0,0.0,12.1
2018-09-25,10.5,12.0,0.0,0.0,13.5
2018-09-26,12.4,9.799999999999999,0.0,0.0,11.5
2018-09-27,12.9,11.700000000000001,0.0,0.0,14.0
2018-09-28,11.9,7.1,0.0,0.0,19.1
2018-09-29,9.4,12.3,0.0,0.0,9.7
2018-09-30,11.1,6.4,0.2,0.0,19.4
2018-10-01,10.2,7.6,0.0,0.0,18.6
2018-10-02,15.3,7.300000000000001,0.2,0.0,31.0
2018-10-03,14.0,5.6,0.0,0.0,18.7
2018-10-04,14.5,6.4,0.0,0.0,16.4
2018-10-05,14.1,6.900000000000002,0.1,0.0,14.5
2018-10-06,9.7,4.500000000000001,9.0,0.0,29.6
2018-10-07,8.2,9.200000000000001,0.0,0.0,15.6
2018-10-08,12.4,5.9,0.0,0.0,23.2
2018-10-09,13.3,8.8,0.0,0.0,20.6
2018-10-10,16.2,11.799999999999999,0.0,0.0,22.2
2018-10-11,15.4,4.699999999999999,1.7,0.0,30.3
2018-10-12,16.2,5.800000000000001,13.3,0.0,43.6
2018-10-13,18.9,5.599999999999998,2.8,0.0,39.8
2018-10-14,11.5,5.6,17.6,0.0,19.2
2018-10-15,10.4,3.0,10.4,0.0,22.4
2018-10-16,13.1,7.1,0.7,0.0,13.7
2018-10-17,13.4,3.799999999999999,0.4,0.0,16.5
2018-10-18,10.9,6.700000000000001,0.0,0.0,16.6
2018-10-19,9.4,9.5,0.0,0.0,7.8
2018-10-20,11.3,7.600000000000001,0.0,0.0,10.8
2018-10-21,12.5,5.899999999999999,0.0,0.0,21.7
2018-10-22,9.2,6.8,0.0,0.0,20.3
2018-10-23,10.8,8.399999999999999,0.0,0.0,19.2
2018-10-24,10.6,8.1,0.0,0.0,15.1
2018-10-25,8.5,7.6000000000000005,0.0,0.0,14.1
2018-10-26,8.6,5.4,0.8,0.0,22.1
2018-10-27,4.0,4.5,2.2,0.21,26.4
2018-10-28,5.4,6.5,0.0,0.0,29.3
2018-10-29,3.3,7.9,0.0,0.0,16.3
2018-10-30,3.2,7.7,0.0,0.0,13.2
2018-10-31,7.0,11.3,0.5,0.0,24.8
2018-11-01,8.2,6.700000000000001,4.9,0.0,16.4
2018-11-02,5.8,8.1,0.0,0.0,13.8
2018-11-03,11.1,6.799999999999999,0.0,0.0,31.7
2018-11-04,11.6,3.1999999999999993,3.3,0.0,30.2
2018-11-05,11.7,7.0,0.9,0.0,16.1
2018-11-06,12.8,3.8000000000000007,3.4,0.0,29.7
2018-11-07,11.2,5.3999999999999995,13.0,0.0,34.6
2018-11-08,10.0,5.8,1.9,0.0,26.6
2018-11-09,11.3,2.8999999999999986,13.6,0.0,42.3
2018-11-10,10.2,3.799999999999999,2.0,0.0,23.1
2018-11-11,9.9,4.200000000000001,1.0,0.0,25.0
2018-11-12,10.3,4.0,0.0,0.0,28.0
2018-11-13,10.3,4.200000000000001,0.3,0.0,21.9
2018-11-14,11.6,4.399999999999999,0.1,0.0,27.0
2018-11-15,11.6,6.0,0.1,0.0,20.9
2018-11-16,12.5,3.4000000000000004,0.0,0.0,16.1
2018-11-17,8.8,4.999999999999999,0.0,0.0,20.9
2018-11-18,6.8,5.5,0.0,0.0,21.9
2018-11-19,6.4,3.5,0.0,0.0,27.9
2018-11-20,4.4,3.1000000000000005,1.1,0.0,29.2
2018-11-21,4.1,6.5,0.3,0.0,17.1
2018-11-22,2.6,6.8999999999999995,0.0,0.0,15.9
2018-11-23,6.0,5.499999999999999,0.3,0.0,19.5
2018-11-24,7.5,1.9999999999999991,6.1,0.0,23.5
2018-11-25,6.0,4.800000000000001,0.0,0.0,22.4
2018-11-26,4.6,5.3999999999999995,0.0,0.0,12.5
2018-11-27,5.7,9.3,11.8,0.0,34.3
2018-11-28,12.0,6.300000000000001,3.7,0.0,39.6
2018-11-29,10.9,5.5,11.1,0.0,48.5
2018-11-30,8.3,3.0999999999999996,1.7,0.0,26.0
2018-12-01,10.3,6.500000000000001,7.7,0.0,29.8
2018-12-02,12.6,2.4000000000000004,7.2,0.0,30.7
2018-12-03,10.1,5.299999999999999,5.1,0.0,31.8
2018-12-04,5.1,5.300000000000001,3.3,0.0,17.4
2018-12-05,10.5,7.8,12.1,0.0,23.9
2018-12-06,11.8,3.3000000000000007,2.6,0.0,24.2
2018-12-07,10.0,6.3,13.8,0.0,40.9
2018-12-08,9.5,3.5,3.0,0.0,44.3
2018-12-09,8.7,3.700000000000001,1.1,0.0,43.5
2018-12-10,6.6,3.500000000000001,0.0,0.0,19.2
2018-12-11,7.2,5.500000000000001,0.0,0.0,16.1
2018-12-12,6.9,3.6000000000000005,0.0,0.0,25.0
2018-12-13,4.0,5.0,0.0,0.0,31.1
2018-12-14,1.2,5.1,0.0,0.0,19.8
2018-12-15,5.5,7.299999999999999,12.7,0.0,38.3
2018-12-16,6.7,4.6,7.1,0.0,26.2
2018-12-17,7.5,4.6,0.2,0.0,27.6
2018-12-18,9.3,4.299999999999999,17.2,0.0,38.0
2018-12-19,7.1,3.0999999999999996,1.1,0.0,22.2
2018-12-20,8.0,2.499999999999999,3.8,0.0,29.7
2018-12-21,10.5,3.700000000000001,7.8,0.0,40.4
2018-12-22,9.3,2.5999999999999996,0.8,0.0,34.7
2018-12-23,10.0,5.1,9.5,0.0,25.2
2018-12-24,6.5,1.2999999999999998,0.1,0.0,13.3
2018-12-25,8.0,4.9,0.0,0.0,12.0
2018-12-26,8.6,3.499999999999999,0.0,0.0,10.2
2018-12-27,5.3,4.300000000000001,0.0,0.0,7.9
2018-12-28,7.8,4.4,0.0,0.0,15.5
2018-12-29,10.0,2.8000000000000007,0.0,0.0,28.6
2018-12-30,9.9,2.3999999999999986,0.2,0.0,18.0
2018-12-31,8.8,2.3,0.4,0.0,15.0
2019-01-01,7.6,5.7,0.2,0.0,17.2
2019-01-02,2.1,5.8,0.0,0.0,11.1
2019-01-03,0.5,6.2,0.0,0.0,7.6
2019-01-04,-1.1,6.5,0.0,0.0,7.4
2019-01-05,2.6,7.8,0.0,0.0,13.4
2019-01-06,6.2,4.300000000000001,0.0,0.0,11.3
2019-01-07,8.4,5.0,0.2,0.0,29.9
2019-01-08,6.2,5.9,0.1,0.0,18.9
2019-01-09,3.1,4.7,0.0,0.0,15.9
2019-01-10,2.2,8.5,0.0,0.0,8.8
2019-01-11,5.7,4.7,0.2,0.0,12.8
2019-01-12,8.2,4.8999999999999995,0.0,0.0,27.0
2019-01-13,9.2,2.9000000000000004,0.0,0.0,39.2
2019-01-14,6.5,4.4,0.0,0.0,21.9
2019-01-15,7.5,4.7,0.5,0.0,21.8
2019-01-16,7.4,5.499999999999999,3.0,0.0,25.2
2019-01-17,3.4,5.1000000000000005,1.2,0.0,19.2
2019-01-18,3.6,6.7,3.3,0.0,26.2
2019-01-19,5.8,4.8999999999999995,3.9,0.0,25.2
2019-01-20,4.2,4.5,0.0,0.0,9.5
2019-01-21,3.1,6.199999999999999,0.5,0.0,25.8
2019-01-22,3.1,5.0,4.1,0.14,31.6
2019-01-23,1.5,5.5,0.0,0.0,18.6
2019-01-24,3.9,7.199999999999999,0.2,0.0,11.5
2019-01-25,8.2,5.0,0.2,0.0,20.5
2019-01-26,8.3,1.9000000000000004,3.8,0.0,30.8
2019-01-27,5.1,4.1000000000000005,3.4,0.0,35.5
2019-01-28,3.0,5.300000000000001,0.0,0.0,20.2
2019-01-29,2.9,5.3,8.0,1.47,17.8
2019-01-30,0.9,5.300000000000001,0.0,0.0,13.6
2019-01-31,-0.0,6.4,3.1,2.1,25.8
2019-02-01,0.9,2.3000000000000003,4.5,3.01,31.1
2019-02-02,0.3,7.800000000000001,0.0,0.0,21.9
2019-02-03,2.1,10.100000000000001,0.0,0.0,22.9
2019-02-04,7.5,7.9,11.1,0.0,38.3
2019-02-05,7.1,9.299999999999999,2.8,0.0,25.0
2019-02-06,8.3,4.7,1.2,0.0,22.1
2019-02-07,7.0,2.3999999999999995,5.2,0.0,50.4
2019-02-08,9.0,4.199999999999999,14.3,0.0,40.3
2019-02-09,7.4,2.8999999999999995,3.0,0.0,43.4
2019-02-10,5.9,3.0999999999999996,4.6,0.0,28.3
2019-02-11,6.3,5.7,0.0,0.0,31.8
2019-02-12,6.3,8.299999999999999,0.0,0.0,18.4
2019-02-13,7.6,4.999999999999999,0.0,0.0,19.6
2019-02-14,6.4,8.7,0.0,0.0,15.7
